Filename,Year,Month,Date,Description,Type of Notice,Nr. of Repos Affected,Mass Removal,Frequent
2016-11-15-Pearson.md,2016,11,15,Pearson.md,Takedown,2,,Y
2016-11-16-bowlroll.md,2016,11,16,bowlroll.md,Takedown,1,,
2016-11-17-CommunityClient.md,2016,11,17,CommunityClient.md,Takedown,1,,
2016-11-17-Pearson.md,2016,11,17,Pearson.md,Takedown,2,,Y
2016-11-18-ansible-setup-mac.md,2016,11,18,ansible-setup-mac.md,Takedown,1,,
2016-11-18-copystrong.md,2016,11,18,copystrong.md,Takedown,2,,
2016-11-18-Xpandu.md,2016,11,18,Xpandu.md,Takedown,1,,
2016-11-21-Cengage.md,2016,11,21,Cengage.md,Takedown,1,,
2016-11-21-Colr.md,2016,11,21,Colr.md,Takedown,9,,
2016-11-21-MITPress.md,2016,11,21,MITPress.md,Takedown,1,,
2016-11-21-Mobiscroll.md,2016,11,21,Mobiscroll.md,Takedown,1,,Y
2016-11-21-Sitecore.md,2016,11,21,Sitecore.md,Takedown,20,,
2016-11-21-ThatOtherPaper.md,2016,11,21,ThatOtherPaper.md,Takedown,1,,
2016-11-22-Bootstrap.md,2016,11,22,Bootstrap.md,Takedown,1,,
2016-11-22-Chevereto.md,2016,11,22,Chevereto.md,Takedown,1,,
2016-11-22-Codility.md,2016,11,22,Codility.md,Takedown,2,,Y
2016-11-22-LawBulletin.md,2016,11,22,LawBulletin.md,Takedown,1,,
2016-11-22-Shop++.md,2016,11,22,Shop++.md,Takedown,3,,
2016-11-23-BE2.md,2016,11,23,BE2.md,Takedown,1,,
2016-11-23-DMP.md,2016,11,23,DMP.md,Takedown,1,,
2016-11-23-StarDog-II.md,2016,11,23,StarDog-II.md,Takedown,1,,
2016-11-23-StarDog-III.md,2016,11,23,StarDog-III.md,Takedown,1,,
2016-11-23-Stardog.md,2016,11,23,Stardog.md,Takedown,1,,
2016-11-24-Novecentosans.md,2016,11,24,Novecentosans.md,Takedown,1,,
2016-11-24-Playlist.md,2016,11,24,Playlist.md,Takedown,1,,
2016-11-28-BancoOriginal.md,2016,11,28,BancoOriginal.md,Takedown,1,,
2016-11-28-CalendarizeIt.md,2016,11,28,CalendarizeIt.md,Takedown,1,,
2016-11-28-FancyProductDesigner.md,2016,11,28,FancyProductDesigner.md,Takedown,1,,
2016-11-28-Ittiam.md,2016,11,28,Ittiam.md,Takedown,5,,
2016-11-28-OpenVPN.md,2016,11,28,OpenVPN.md,Takedown,1,,
2016-11-28-Steampowered.md,2016,11,28,Steampowered.md,Takedown,1,,
2016-11-29-FRIEND.md,2016,11,29,FRIEND.md,Takedown,17,,
2016-11-29-OlympTrade.md,2016,11,29,OlympTrade.md,Takedown,1,,
2016-11-29-Testdome.md,2016,11,29,Testdome.md,Takedown,1,,Y
2016-11-29-Typekit.md,2016,11,29,Typekit.md,Takedown,1,,
2016-11-29-Webkul.md,2016,11,29,Webkul.md,Takedown,1,,
2016-11-3-h5Share.md,2016,11,3-,5Share.md,Takedown,2,,
2016-11-30-AppAcademy.md,2016,11,30,AppAcademy.md,Takedown,1,,
2016-11-30-Testdome.md,2016,11,30,Testdome.md,Takedown,2,,Y
2016-12-01-HentailxDownloader.md,2016,12,1,HentailxDownloader.md,Takedown,1,,
2016-12-01-OlympTrade.md,2016,12,1,OlympTrade.md,Takedown,1,,
2016-12-01-VUDU.md,2016,12,1,VUDU.md,Takedown,2,,
2016-12-02-MedusaMask.md,2016,12,2,MedusaMask.md,Takedown,1,,
2016-12-02-TradeMate.md,2016,12,2,TradeMate.md,Takedown,3,,
2016-12-02-Upstairs.md,2016,12,2,Upstairs.md,Takedown,1,,
2016-12-05-AppAcademy.md,2016,12,5,AppAcademy.md,Takedown,4,,
2016-12-05-RebuildingRails.md,2016,12,5,RebuildingRails.md,Takedown,18,,
2016-12-05-ReedElsevier.md,2016,12,5,ReedElsevier.md,Takedown,1,,
2016-12-05-Stardog-2.md,2016,12,5,Stardog-2.md,Takedown,1,,
2016-12-05-Stardog.md,2016,12,5,Stardog.md,Takedown,1,,
2016-12-05-TeamSpeak.md,2016,12,5,TeamSpeak.md,Takedown,2,,
2016-12-05-TradeMate.md,2016,12,5,TradeMate.md,Takedown,3,,
2016-12-05-youzu.md,2016,12,5,youzu.md,Takedown,1,,
2016-12-06-FileFactory.md,2016,12,6,FileFactory.md,Takedown,1,,
2016-12-06-goonstation.md,2016,12,6,goonstation.md,Takedown,7,,
2016-12-06-Stereoarts.md,2016,12,6,Stereoarts.md,Takedown,1,,Y
2016-12-07-Agark.md,2016,12,7,Agark.md,Takedown,5,,
2016-12-07-Ansible.md,2016,12,7,Ansible.md,Takedown,1,,
2016-12-08-Cengage.md,2016,12,8,Cengage.md,Takedown,1,,
2016-12-08-gonghui.md,2016,12,8,gonghui.md,Takedown,1,,
2016-12-08-myCP2.md,2016,12,8,myCP2.md,Takedown,1,,
2016-12-08-Pearson.md,2016,12,8,Pearson.md,Takedown,2,,Y
2016-12-09-goonstation-retraction.md,2016,12,9,goonstation-retraction.md,Retraction,6,,
2016-12-12-myCP2.md,2016,12,12,myCP2.md,Takedown,1,,
2016-12-12-OReilly.md,2016,12,12,OReilly.md,Takedown,1,,
2016-12-12-Pearson.md,2016,12,12,Pearson.md,Takedown,1,,Y
2016-12-12-PingAn.md,2016,12,12,PingAn.md,Takedown,1,,
2016-12-12-Principles.md,2016,12,12,Principles.md,Takedown,1,,
2016-12-12-ServiceNow.md,2016,12,12,ServiceNow.md,Takedown,1,,
2016-12-13-Agark.md,2016,12,13,Agark.md,Takedown,1,,
2016-12-13-FeynmanLectures.md,2016,12,13,FeynmanLectures.md,Takedown,132,Y,Y
2016-12-13-Pearson.md,2016,12,13,Pearson.md,Takedown,1,,Y
2016-12-13-ServiceNow.md,2016,12,13,ServiceNow.md,Takedown,1,,
2016-12-14-Cengage.md,2016,12,14,Cengage.md,Takedown,1,,
2016-12-15-dcaps.md,2016,12,15,dcaps.md,Takedown,1,,
2016-12-15-FeynmanLectures.md,2016,12,15,FeynmanLectures.md,Takedown,8,,Y
2016-12-15-Takistan.md,2016,12,15,Takistan.md,Takedown,1,,
2016-12-19-EasyLocation.md,2016,12,19,EasyLocation.md,Takedown,1,,
2016-12-19-Esculapio.md,2016,12,19,Esculapio.md,Takedown,1,,
2016-12-19-FeynmanLectures-2.md,2016,12,19,FeynmanLectures-2.md,Takedown,12,,Y
2016-12-19-FeynmanLectures.md,2016,12,19,FeynmanLectures.md,Takedown,1,,Y
2016-12-19-IBO.md,2016,12,19,IBO.md,Takedown,1,,
2016-12-19-Imprivata.md,2016,12,19,Imprivata.md,Takedown,2,,
2016-12-19-Mobiscroll.md,2016,12,19,Mobiscroll.md,Takedown,1,,Y
2016-12-19-PacktPublishing.md,2016,12,19,PacktPublishing.md,Takedown,1,,Y
2016-12-19-Pluralsight.md,2016,12,19,Pluralsight.md,Takedown,1,,Y
2016-12-19-Steinberg.md,2016,12,19,Steinberg.md,Takedown,4,,
2016-12-19-Stereoarts.md,2016,12,19,Stereoarts.md,Takedown,1,,Y
2016-12-20-Barotrauma.md,2016,12,20,Barotrauma.md,Takedown,1,,
2016-12-22-Attributor.md,2016,12,22,Attributor.md,Takedown,2,,
2016-12-22-EHR-Dental.md,2016,12,22,EHR-Dental.md,Takedown,1,,
2016-12-22-Jetbrains.md,2016,12,22,Jetbrains.md,Takedown,35,,Y
2016-12-22-Maple.md,2016,12,22,Maple.md,Takedown,65,,
2016-12-22-ProjectAltis.md,2016,12,22,ProjectAltis.md,Takedown,1,,
2016-12-22-RhythmTool.md,2016,12,22,RhythmTool.md,Takedown,3,,
2016-12-23-Natixis.md,2016,12,23,Natixis.md,Takedown,2,,
2016-12-23-Port25.md,2016,12,23,Port25.md,Takedown,1,,
2016-12-23-ProjectAltis-2.md,2016,12,23,ProjectAltis-2.md,Takedown,1,,
2016-12-23-ProjectAltis.md,2016,12,23,ProjectAltis.md,Takedown,3,,
2016-12-25-NEAT.md,2016,12,25,NEAT.md,Takedown,2,,
2016-12-26-Wipro.md,2016,12,26,Wipro.md,Takedown,1,,
2016-12-27-CellPE.md,2016,12,27,CellPE.md,Takedown,1,,
2016-12-27-FeynmanLectures.md,2016,12,27,FeynmanLectures.md,Takedown,1,,Y
2016-12-27-KernelHeapRevisited.md,2016,12,27,KernelHeapRevisited.md,Takedown,1,,
2016-12-27-newznab.md,2016,12,27,newznab.md,Takedown,8,,
2016-12-27-Nintendo.md,2016,12,27,Nintendo.md,Takedown,49,,
2016-12-27-Pearson.md,2016,12,27,Pearson.md,Takedown,1,,Y
2016-12-28-CellPE-CounterNotice.md,2016,12,28,CellPE-CounterNotice.md,Counter Notice,1,,
2016-12-28-Tripleseat.md,2016,12,28,Tripleseat.md,Takedown,2,,
2016-12-29-NEAT-CounterNotice.md,2016,12,29,NEAT-CounterNotice.md,Counter Notice,2,,
2016-12-29-SmartFonts.md,2016,12,29,SmartFonts.md,Takedown,1,,
